date,00139PAA6,EC5379283,04685A3R0,04686E3X8,04685A2P5,04686E2R2,05964HAS4,06407EAE5,06407F2E1,13607HVE9,14913R2Q9,14912L6T3,14913UAE0,14913UAA8,BP4094119,AM6439740,AQ6089074,AZ1269218,191216DD9,205887AF9,126149AD5,21688ABD3,247025AE9,656531AJ9,30040WAV0,125581GX0,38141GES9,022249AU0,404280CF4,40428HA44,BT5886671,44920UAT5,472319AE2,BR4616800,24422EUB3,24422EWL9,ZL3159429,49327V2B9,ZI8616628,BQ2936111,501955AD0,53944YAD5,548661AK3,61238QAA6,ZS5181574,55279HAQ3,58769JAQ0,ZF2198033,59217GER6,59217HDB0,59217GFR5,59217HEB9,60687YAD1,64952WDS9,64952XDN8,65535HAQ2,656029AG0,BR3763231,656029AH8,BR3764569,66815L2F5,66815M2F3,66815L2K4,66815M2K2,AR7148604,674599DD4,717081DV2,742718FG9,744330AA9,74531EAA0,759470AX5,AQ1070327,780082AH6,BR3379137,913017AT6,AU7892469,78520LAB6,ZI7501953,86563VBM0,71644EAE2,87020PAV9,ZK9217678,879385AD4,880451AV1,89114TZG0,891160TD5,ZK8284158,89236THX6,89236TJK2,89236TJW6,89236TLD5,89236TKR5,25468PDM5,902613BB3,92857WAB6,929089AB6,949746TB7,961214ET6,96122XAQ1,96122WAQ3,96122QAC7,96122FAC1,96122QAA1,96122FAA5
2024-03-01,0.012744971216121018,0.012744971216121018,0.009394169424499908,0.009394169424499908,0.01273070050443411,0.01273070050443411,0.011059865269293583,0.007209333560275907,0.007209333560275907,0.005359442627572958,0.003269047361441048,0.0034203280251919113,0.0030059631037370124,0.00354836819866846,0.009046950118379055,0.012372142189402593,0.007135794785596804,0.010874934025698592,0.0012077564168517033,0.00862080976561113,0.004101509949906962,0.006124234022237829,0.0071552562158781335,0.006984931272878296,0.007357140476648268,0.012873385989958373,0.00671921966921149,0.011543933067555925,0.010405202556907238,0.008293122299738415,0.00916195999421883,0.00916195999421883,0.009628281540495595,0.012706685559798682,0.001284154727604063,0.004940549717690965,0.008936981694807354,0.021052154221060514,0.007670127358399524,0.00959805480584712,0.00959805480584712,0.007985224579687956,0.006794840095586868,0.01315857241348041,0.008933642335699744,0.017899854219916973,0.005539247227074495,0.005539247227074495,0.004100939200586844,0.004100939200586844,0.008840694427650495,0.008840694427650495,0.0068191710911663025,0.007032646667289803,0.007032646667289803,0.012510311759072149,0.006814518170063365,0.006814518170063365,0.007768214533589959,0.007768214533589959,0.0049564831141529,0.0049564831141529,0.0070498703805509585,0.0070498703805509585,0.007629445076843544,0.01432242464166561,0.001973979045203543,0.0018607894135750438,0.009449347115105734,0.008040801641345158,0.008815441330852908,0.008815441330852908,0.00413815296936576,0.00413815296936576,0.008182299967852046,0.007421961795989411,0.007421961795989411,0.008219537218252145,0.008219537218252145,0.008635695934413504,0.006735398045903042,0.006735398045903042,0.014810190667133391,0.010720549442326616,0.004461228857432248,0.0036918546564254986,0.0036918546564254986,0.005692444721400493,0.0032266592492630614,0.005717742327872283,0.004991112016275091,0.00606339665080461,0.0035738337043025453,0.007903403680395896,0.010769848350386503,0.008072127178497403,0.01300466425917348,0.006541362622043682,0.004484620963835714,0.004484620963835714,0.009378574670421129,0.009378574670421129,0.008103695157231125,0.008103695157231125
2024-03-04,0.012887945875580599,0.012887945875580599,0.008607216262168323,0.008607216262168323,0.013918371964906223,0.013918371964906223,0.010858503031215092,0.006690509905071335,0.006690509905071335,0.005123920289559665,0.0024559671768262167,0.0021856678923413975,0.002468423453397539,0.002737250526996228,0.009136920941484203,0.0122755966850195,0.006707202108968809,0.011238946595819768,0.0007981718136451862,0.00791355923334535,0.0035734146560295887,0.006066398180390585,0.0072490233821769084,0.007034856067380975,0.007130727620767469,0.012848462204676933,0.006760391485601348,0.011361471483099718,0.010251770586103,0.008280209131232188,0.009479449181659293,0.009479449181659293,0.008943996805847523,0.01503893380612907,0.002605055792608675,0.005149252463917127,0.008699142939889284,0.020209892633169642,0.007359629060667297,0.009482517506472526,0.009482517506472526,0.00806463003874891,0.006895544192640678,0.013357928482540804,0.009169802109776401,0.017137996610432853,0.005221932901773731,0.005221932901773731,0.0058328793982870275,0.0058328793982870275,0.008154682881830876,0.008154682881830876,0.006961689542765236,0.00733975074284407,0.00733975074284407,0.01248118449902403,0.007215937205004241,0.007215937205004241,0.007837134151978002,0.007837134151978002,0.005103489520239833,0.005103489520239833,0.006926284371470338,0.006926284371470338,0.007386037868875359,0.014601046418106549,0.0015491659747335768,0.0019749486501182065,0.009122744857015537,0.010060983501004907,0.008991374559729981,0.008991374559729981,0.004113004384446013,0.004113004384446013,0.00611256439934265,0.007564823047820919,0.007564823047820919,0.007931715312998647,0.007931715312998647,0.008849156844201907,0.006177612084288575,0.006177612084288575,0.01467781015102463,0.00960001537077236,0.0048293601633501645,0.0037438025480541273,0.0037438025480541273,0.0056948610877275985,0.0030806373858022276,0.005527000086050615,0.0048326577355324515,0.005978363158190433,0.0034467320597617104,0.0076854670406855605,0.010842332289490608,0.008457628680394076,0.01293525259515009,0.006615083334941943,0.004264508775222206,0.004264508775222206,0.009380317532855995,0.009380317532855995,0.007783321707506445,0.007783321707506445
2024-03-05,0.013310025944465453,0.013310025944465453,0.009371982214673835,0.009371982214673835,0.014007344142612295,0.014007344142612295,0.011357489266834019,0.006894274963869199,0.006894274963869199,0.004888196990033435,0.0032145639791843414,0.0018638600382649556,0.003348103246448894,0.00396346963509224,0.008501744872799338,0.012277061401922529,0.006898490335817506,0.01168239554966382,0.0011922749784504458,0.008341999326703875,0.0028829177689398203,0.0063991647051423114,0.00809852302767948,0.007141955615012512,0.007729140610362055,0.012516363128474324,0.00709139388984379,0.011722205184856706,0.010440206256844886,0.008689589272180429,0.009594933408269647,0.009594933408269647,0.009854987295112791,0.01595101189886175,0.002764187970515433,0.005859860254564614,0.00902069845984052,0.021181931431947472,0.007567361183497649,0.009720304188390073,0.009720304188390073,0.008453303112524624,0.007354233063203201,0.01355467982694622,0.009531289248574819,0.018192198818268085,0.005650358737258797,0.005650358737258797,0.006317120099202628,0.006317120099202628,0.009036167857351257,0.009036167857351257,0.007116324923435273,0.007537982617697059,0.007537982617697059,0.012808345325912726,0.007666145579338826,0.007666145579338826,0.00806700032562433,0.00806700032562433,0.0048997598166382675,0.0048997598166382675,0.007156411315742794,0.007156411315742794,0.007739623070951614,0.014992457070336404,0.0019072105272984058,0.002463943141901327,0.009443874763249711,0.008697062397864011,0.009332439661115695,0.009332439661115695,0.004447544318015362,0.004447544318015362,0.007091313587031502,0.007865396167940783,0.007865396167940783,0.008077820339625813,0.008077820339625813,0.00929821669610624,0.0069005596236997105,0.0069005596236997105,0.01460474782396981,0.010305837030967421,0.00513928713903665,0.004078549075446872,0.004078549075446872,0.005886234400096453,0.0031551653206255206,0.005984505137989184,0.005193705808116664,0.006522935730712477,0.0035448922168609814,0.007650005156279338,0.01125117946998936,0.008863160193639995,0.013421626706167103,0.006717354014263502,0.0045098783943999035,0.0045098783943999035,0.009465839258561398,0.009465839258561398,0.007973519064426948,0.007973519064426948
2024-03-06,0.012732198759369588,0.012732198759369588,0.009257690799036024,0.009257690799036024,0.01380100927368632,0.01380100927368632,0.011181422531032749,0.0068258072040114914,0.0068258072040114914,0.004970522885998384,0.002826680147795524,0.002621074543705325,0.003188785038147457,0.0036459729165635793,0.00847515343723515,0.012365142711714357,0.006649712350919552,0.01140582165572298,0.0011624045190435223,0.007958173144938067,0.0030056559763269874,0.006005259451396031,0.007396011876410341,0.007637978996250683,0.007609487537711734,0.0121719083946394,0.006811827780082651,0.011706698900002713,0.010417932334333836,0.008415924387538659,0.00974273698151111,0.00974273698151111,0.009610463060116363,0.015747826705143804,0.001942117368481447,0.005492823909411755,0.008822605419268784,0.021323171014066764,0.007538769212562961,0.009716100764118107,0.009716100764118107,0.008218853402896652,0.0070100911397162485,0.013363414138223069,0.010089379165354205,0.01875806990742463,0.005491292063952921,0.005491292063952921,0.00604695606985544,0.00604695606985544,0.008805814769759349,0.008805814769759349,0.007047444988677258,0.007616783417067438,0.007616783417067438,0.012774191025788993,0.007339934022387029,0.007339934022387029,0.007924383221062446,0.007924383221062446,0.0049585926800764235,0.0049585926800764235,0.006935433572998556,0.006935433572998556,0.007679043154251532,0.014888642113327175,0.0018290709774402211,0.002345929386704422,0.00936958437041737,0.009651892240935572,0.009325714863153624,0.009325714863153624,0.0038449193254383104,0.0038449193254383104,0.00658904615074473,0.007842376883148101,0.007842376883148101,0.008000227085069818,0.008000227085069818,0.009097030522723072,0.006114082955086662,0.006114082955086662,0.014600863408495361,0.009843536420785934,0.0048591115070689625,0.0038960644937391722,0.0038960644937391722,0.0057968573676390606,0.003241175265982617,0.005797378857649194,0.005048122600181983,0.006249849393209793,0.0033474770691950054,0.007498946229158331,0.011256938837261067,0.008628709677149522,0.012100385475086364,0.006605416015370444,0.004623271023462501,0.004623271023462501,0.009280123612685175,0.009280123612685175,0.007564191537679975,0.007564191537679975
2024-03-07,0.013103799588612054,0.013103799588612054,0.009142825256282676,0.009142825256282676,0.013165632014830453,0.013165632014830453,0.010856331525127709,0.0067857866256898144,0.0067857866256898144,0.0049360608285147,0.0029116344401558247,0.002618581750388878,0.0026601539205845168,0.003604585767551967,0.00857482215870528,0.012018018702629037,0.006687997480755083,0.01131008534775936,0.0010315586514956995,0.008140930534358985,0.002916337977431037,0.005919055075113283,0.007970232389587835,0.007475132745109379,0.007274670663335425,0.011951601131988357,0.006759886199714571,0.01101075791694038,0.0099627537521313,0.00809097977603812,0.009716258910552854,0.009716258910552854,0.009120690146428287,0.016480640986691983,0.0024948123642183698,0.005468543250479491,0.008903838134103836,0.02143655906811117,0.007416002743558289,0.009701862916551424,0.009701862916551424,0.00823363084997087,0.007201225060760215,0.013141124653953555,0.00951942833188775,0.01807961582167355,0.005449974503041896,0.005449974503041896,0.0061477442953538075,0.0061477442953538075,0.008794275762339904,0.008794275762339904,0.006781096168490673,0.007593106089796631,0.007593106089796631,0.012709668929155128,0.007469023479829043,0.007469023479829043,0.007910353430882464,0.007910353430882464,0.004707967218611532,0.004707967218611532,0.006970800845532095,0.006970800845532095,0.007638563684786846,0.014814236657631853,0.0018086068173847475,0.002005647246940599,0.00937096780128411,0.010973441984137682,0.009236523544877945,0.009236523544877945,0.003838247489439693,0.003838247489439693,0.006339669988499823,0.008657132110600013,0.008657132110600013,0.008106196092393207,0.008106196092393207,0.008976839730925355,0.006724706468069476,0.006724706468069476,0.014681630126422214,0.010300000335217455,0.004749119622841282,0.0038263144305865013,0.0038263144305865013,0.006069903627286828,0.003187175981937629,0.005888549659937611,0.005032078314776492,0.0064183589534452315,0.003227594973622995,0.007768912912517724,0.01101929290483953,0.008383160564297581,0.012027453808427242,0.006541932276239351,0.004717982950865014,0.004717982950865014,0.009242305419404968,0.009242305419404968,0.0077051888204800675,0.0077051888204800675
2024-03-08,0.012754395980710785,0.012754395980710785,0.00892193095192094,0.00892193095192094,0.013000889243488675,0.013000889243488675,0.01070047264224977,0.007158838057576784,0.007158838057576784,0.0048755151014003295,0.00292767126940794,0.0024808131021635954,0.003107691555346799,0.0034596680120057843,0.008621018291064618,0.011848632588220713,0.006655252849043301,0.01098591642199783,0.0009467822078305307,0.008364389702029448,0.003022717916827372,0.005856325204720618,0.007785884479030884,0.0071946729586549185,0.00682233772205116,0.011655707512528056,0.00662373135350703,0.009833993785462139,0.009540918841911064,0.00796188159652892,0.009345300405365173,0.009345300405365173,0.009167139767731577,0.017222667420444378,0.003008896302291751,0.0052802578551289225,0.00891833109412099,0.020900182997918106,0.007539921435863836,0.009946587814606077,0.009946587814606077,0.008271188371465246,0.007362282670755262,0.012677343685672159,0.009333492418015635,0.017650607545771045,0.005274104011645311,0.005274104011645311,0.005933643265920774,0.005933643265920774,0.00849540578731308,0.00849540578731308,0.006586204402608452,0.007286023669394279,0.007286023669394279,0.012589418914986272,0.006559953476010585,0.006559953476010585,0.008034545758846781,0.008034545758846781,0.004772372419951779,0.004772372419951779,0.006547815371440079,0.006547815371440079,0.007511074839760358,0.014833747259719983,0.0015162820846798195,0.002000203550225281,0.009031779305595337,0.010808819059894337,0.009076345629234053,0.009076345629234053,0.004137213927321769,0.004137213927321769,0.006251899812133248,0.008418082493652772,0.008418082493652772,0.00783309435072603,0.00783309435072603,0.009442712460461147,0.006704805655262679,0.006704805655262679,0.014456391457598923,0.010553440055530619,0.004913398697183012,0.0037824534080081115,0.0037824534080081115,0.0059395952657715426,0.00291281507513963,0.006008286774080281,0.004755002994535983,0.006404830849405005,0.002918302844353543,0.007307291632639941,0.01058455883148237,0.008181156404445979,0.012358226782521221,0.00642679951055037,0.004576374618342538,0.004576374618342538,0.0090395577746602,0.0090395577746602,0.007983945166246079,0.007983945166246079
2024-03-11,0.012682695970005861,0.012682695970005861,0.008354470805655649,0.008354470805655649,0.012506804427554537,0.012506804427554537,0.011224918241482452,0.007326409857217206,0.007326409857217206,0.005470963500390537,0.003087947408063542,0.001573022189433941,0.003289093499023746,0.0036969398367718356,0.008564234276886969,0.0127213077145059,0.00642398376671062,0.011105266592586788,0.0011993340185597959,0.008727841937912865,0.0032242629077726404,0.006098056362599788,0.007895306613868426,0.007490912151749428,0.007131787833361353,0.011614492842603935,0.007034163024694631,0.01121988264887546,0.009836307884406884,0.008340063098388556,0.009190239193331944,0.009190239193331944,0.009657032108824272,0.01673130985002639,0.003224082898133439,0.005340202636681023,0.00911794146655738,0.02128914324577489,0.007797458339479639,0.009940140663934123,0.009940140663934123,0.008399737090145548,0.007542661868188555,0.013574329579880015,0.009977006828239272,0.01723150480420775,0.005661903701920518,0.005661903701920518,0.00650345418082119,0.00650345418082119,0.008866508529138811,0.008866508529138811,0.006870707434000152,0.00744401777520428,0.00744401777520428,0.012499096656494249,0.007707886993453823,0.007707886993453823,0.00814627870636999,0.00814627870636999,0.004898098022610792,0.004898098022610792,0.007158292634050371,0.007158292634050371,0.007789366909410345,0.014819670861454783,0.001958212305120846,0.002163795145099283,0.00965283170773195,0.01078804953300641,0.00976500924869668,0.00976500924869668,0.00403186357394323,0.00403186357394323,0.006805971575256829,0.008407472891533443,0.008407472891533443,0.008098327882593376,0.008098327882593376,0.009302460979781046,0.007203475667786896,0.007203475667786896,0.014572059875926142,0.010879390596221145,0.00544540314698265,0.004080826820826104,0.004080826820826104,0.005834814188363395,0.003249334211954197,0.005835722941395054,0.005173832649893649,0.006257409159834561,0.0032248915516632157,0.008545418421251921,0.011009704888861153,0.008919059002812188,0.011780176697208364,0.0065338024800741384,0.004858781888874127,0.004858781888874127,0.00920363392032958,0.00920363392032958,0.007970405203623056,0.007970405203623056
2024-03-12,0.012824275879348791,0.012824275879348791,0.008655305702015954,0.008655305702015954,0.013199940358134439,0.013199940358134439,0.010316031288483213,0.0071829276232043965,0.0071829276232043965,0.005040517805332795,0.0029042827274126243,0.002176101140967744,0.0029613848065171214,0.0032685269473315126,0.008277893472385577,0.012432826016954633,0.006352431876850612,0.01054515042088175,0.0009461560229925836,0.008726147567184643,0.0031508024478099222,0.0056773004579494385,0.007781202197676841,0.0067400140750873624,0.0066790592596090645,0.011005573353743262,0.006638835338818615,0.010038927093446642,0.009611711010594812,0.008111395572422166,0.008131550134322839,0.008131550134322839,0.00905678932206707,0.015490099344376465,0.002779690568004034,0.005599145871529827,0.00891852339589553,0.020782911942000888,0.0076563534334513905,0.009585930384025297,0.009585930384025297,0.008265331148546023,0.007122209866996514,0.013329754726824974,0.009102516332643716,0.01737547092721279,0.005499759313384367,0.005499759313384367,0.006117026452042061,0.006117026452042061,0.00881265651019169,0.00881265651019169,0.006566272636826118,0.007558947383336158,0.007558947383336158,0.012429907680067381,0.007594200713796122,0.007594200713796122,0.007953164724741862,0.007953164724741862,0.0045578153153834206,0.0045578153153834206,0.006882171679157535,0.006882171679157535,0.007597635818681343,0.014715351306761923,0.0016406538510636143,0.0016922407786508914,0.0089528896339552,0.010662419569313172,0.009551335334254688,0.009551335334254688,0.00381661081528277,0.00381661081528277,0.00660860044763939,0.007739399577298849,0.007739399577298849,0.008043245565313509,0.008043245565313509,0.008865192608028406,0.006581868383322705,0.006581868383322705,0.014187469283961945,0.009681696906510363,0.004996103007964513,0.004171565756000639,0.004171565756000639,0.0055382246423265405,0.002769868296599254,0.005710803530279099,0.004650551080061502,0.006025923283028853,0.002710996975635191,0.007417208867253548,0.010794987979051256,0.008078906512315444,0.012421822515691322,0.0064932845235500455,0.004676794496114217,0.004676794496114217,0.00894924401305585,0.00894924401305585,0.007682734449299636,0.007682734449299636
2024-03-13,0.012580234778747652,0.012580234778747652,0.0092613225099894,0.0092613225099894,0.01350728655224167,0.01350728655224167,0.010873173935628103,0.006721312212201333,0.006721312212201333,0.004668505432550561,0.0032796813755729057,0.0021606400478242707,0.002763097893749407,0.003228705104228201,0.007945805527417589,0.012306609013912916,0.006269313560483221,0.0103276004860288,0.0010376942352363291,0.00817842716592282,0.003096905099364833,0.005674919336420246,0.0077377965083398614,0.0071537460746618625,0.006336107848464639,0.01114042338531629,0.006966735497937235,0.00980029538227875,0.00952149441052437,0.007937290166405327,0.008334451429605212,0.008334451429605212,0.00954754545079764,0.015083678362386221,0.00251593634570043,0.0054980548455549755,0.008918707519170156,0.021246051643916963,0.007746595732232922,0.00974929012358991,0.00974929012358991,0.008221334894968547,0.00725365766187519,0.013691113104203068,0.00875767730048043,0.016238627900716257,0.0054706274139236025,0.0054706274139236025,0.006237838264886095,0.006237838264886095,0.008614440763343174,0.008614440763343174,0.006649913115099729,0.007115953590952746,0.007115953590952746,0.012145049533299347,0.007537555234865198,0.007537555234865198,0.00790166179795962,0.00790166179795962,0.004212656806311971,0.004212656806311971,0.006951148397404225,0.006951148397404225,0.007618863216813751,0.013880781067181873,0.0018664318310870065,0.0018899949097075444,0.008852739093961615,0.011008666098104782,0.009626964827770007,0.009626964827770007,0.003752780581606434,0.003752780581606434,0.006900756780746961,0.007880343350007549,0.007880343350007549,0.007952976174048422,0.007952976174048422,0.008903987537149369,0.007177542590391141,0.007177542590391141,0.014149406315701801,0.009643171561369693,0.005129699362814655,0.004067758405395368,0.004067758405395368,0.005492286018503108,0.0030429923625884675,0.005592174397705103,0.004691300472455778,0.005916755860364033,0.002467825277739817,0.007029016505607166,0.010576304090638158,0.008081827119570548,0.011966036413153268,0.006370445771292303,0.00471959001639391,0.00471959001639391,0.009161528125857438,0.009161528125857438,0.007932146189420987,0.007932146189420987
2024-03-14,0.01283856610057852,0.01283856610057852,0.009787468216252773,0.009787468216252773,0.014417810659020418,0.014417810659020418,0.010362590909483403,0.005959209560699265,0.005959209560699265,0.004543907080870678,0.0028888157312758067,0.002090616403890494,0.0027593723642045584,0.002988489458953268,0.007883395209213197,0.012023309686419778,0.006044384960221881,0.01000646067396134,0.000827458158482744,0.0078074156536227166,0.0029441356261508816,0.005498289967916903,0.007060252617062127,0.006875209648774125,0.0067823373004376256,0.010823859840645864,0.006918761548414136,0.010360901442893533,0.009313784168019333,0.007669368811883744,0.00804569381882625,0.00804569381882625,0.009457616691647928,0.014220578764387024,0.0022421626486255203,0.005501267031388556,0.008788100155683605,0.020926938094891184,0.007483868632633096,0.00967781304551247,0.00967781304551247,0.007936421186974407,0.007256885337350326,0.012828997257316475,0.008271088723433302,0.016028553255870166,0.005339933072113313,0.005339933072113313,0.005703856379628364,0.005703856379628364,0.008373850766151783,0.008373850766151783,0.0064671930279141185,0.0070688110359455394,0.0070688110359455394,0.011738904111951158,0.007309266387089591,0.007309266387089591,0.0076888242965687595,0.0076888242965687595,0.004612182198808101,0.004612182198808101,0.0069681162727870255,0.0069681162727870255,0.007662844481787771,0.013792505350237162,0.0014302909273587738,0.0015013377305338194,0.008701191083443485,0.009598956776161426,0.009241440549081568,0.009241440549081568,0.0041205012825863,0.0041205012825863,0.005965935037463142,0.007202569572122841,0.007202569572122841,0.008014286920689402,0.008014286920689402,0.008634052712480973,0.0064883388131100825,0.0064883388131100825,0.014245781939907512,0.00961330016510064,0.004593021760649685,0.0038327540226049395,0.0038327540226049395,0.00535857653461054,0.002921839666835513,0.005732100933835922,0.004419292153400423,0.005927665139957683,0.0025977860132119085,0.0070203335094033426,0.010541263838118202,0.007872047936482378,0.011340723164113616,0.00625110858464014,0.004706750017729099,0.004706750017729099,0.008898543658018468,0.008898543658018468,0.007798430019233998,0.007798430019233998
