date,BY6616951,00388WAL5,ZK2432019,00440FAA2,0010EPAF5,00139PAA6,EC5379283,00182EBJ7,00182FBJ4,00182FBM7,00182EBM0,04685A3R0,04686E3X8,04685A2P5,04686E2R2,05964HAS4,06407EAE5,06407F2E1,13607HVE9,14913R2Q9,14912L6T3,14913UAE0,14913UAA8,BP4094119,AM6439740,AQ6089074,AZ1269218,18977W2A7,18977X2A5,18977W2C3,18977X2C1,65334HAA0,191216DD9,205887AF9,126149AD5,21688ABD3,247025AE9,656531AJ9,30040WAV0,BZ5735841,125581GX0,38141GES9,022249AU0,404280CF4,40428HA44,BT5886671,44920UAT5,45434M2A9,45434L2A1,46115HBM8,472319AE2,BR4616800,24422EUB3,24422EWL9,ZL3159429,49327V2B9,ZI8616628,BQ2936111,501955AD0,53944YAD5,548661AK3,61238QAA6,ZS5181574,55279HAQ3,58769JAQ0,ZF2198033,59217GER6,59217HDB0,59217GFR5,59217HEB9,60687YAD1,JK7097401,BK8837647,BP5437630,632525AY7,63253QAG9,636180BS9,64952WDS9,64952XDN8,65535HAQ2,656029AG0,BR3763231,656029AH8,BR3764569,66815L2F5,66815M2F3,66815L2K4,66815M2K2,AR7148604,674599DD4,74735K2B7,EJ5291327,686330AP6,698900AG2,6944PL2H1,6944PM2K2,717081DV2,74256LEH8,74256MEH6,74256LEP0,74256MEQ6,742718FG9,744330AA9,74531EAA0,759470AX5,AQ1070327,780082AH6,BR3379137,913017AT6,AU7892469,78520LAB6,BS3534952,82938NAH7,AP0442859,78392BAH0,ZF0967975,ZK3662838,ZI7501953,86563VBM0,71644EAE2,87020PAV9,ZK9217678,879385AD4,880451AV1,89114TZG0,891160TD5,ZK8284158,89236THX6,89236TJK2,89236TJW6,89236TLD5,89236TKR5,25468PDM5,902613BB3,92857WAB6,929089AB6,949746TB7,961214ET6,96122XAQ1,96122WAQ3,96122QAC7,96122FAC1,96122QAA1,96122FAA5,96122QAC7.1,96122FAC1.1,96122QAA1.1,96122FAA5.1
2025-05-13,99.779,98.193,98.193,118.812,105.211,108.08,108.08,97.115,97.115,90.501,90.501,100.724,100.724,94.566,94.566,100.85,96.378,96.378,96.488,95.894,97.59,100.282,100.032,97.001,98.963,98.298,95.305,95.74,95.74,92.041,92.041,117.185,91.811,102.703,104.17,101.112,106.079,108.019,100.057,101.381,102.638,102.446,105.12,99.92,101.297,96.09,96.09,91.735,91.735,94.827,103.157,96.473,96.848,96.535,101.075,94.456,100.774,84.058,84.058,98.475,106.378,105.156,99.007,96.58,99.914,99.914,95.759,95.759,100.658,100.658,98.934,98.934,86.719,87.483,87.483,100.875,100.748,83.601,83.601,91.361,95.222,95.222,82.624,82.624,95.563,95.563,99.678,99.678,98.859,107.341,98.393,98.393,92.072,104.958,90.437,90.437,98.356,83.625,83.625,95.927,95.927,97.613,92.996,105.277,97.028,97.028,95.682,95.682,105.665,99.385,99.385,96.619,97.414,97.414,101.278,101.278,99.615,102.4,102.4,103.253,101.095,101.095,113.006,105.831,95.826,100.24,100.24,84.184,96.475,85.302,101.348,97.662,97.021,99.979,105.903,98.887,111.237,86.623,99.412,99.412,101.212,101.212,100.468,100.468,101.212,101.212,100.468,100.468
2025-05-14,99.712,98.436,98.436,118.857,105.913,108.709,108.709,97.337,97.337,90.939,90.939,100.873,100.873,94.746,94.746,101.043,96.499,96.499,96.561,96.002,97.677,100.434,100.071,97.103,99.113,98.504,95.797,95.841,95.841,92.386,92.381,117.731,92.025,102.817,104.322,101.358,106.319,108.419,100.097,101.506,103.178,102.639,105.301,100.457,101.473,96.201,96.201,92.157,92.157,95.348,103.399,96.495,97.064,97.082,101.285,94.921,100.87,84.472,84.472,98.645,106.825,105.329,99.001,96.758,100.094,100.094,95.852,95.852,101.011,101.011,98.958,98.958,87.187,88.023,88.023,101.238,100.904,84.073,84.073,91.803,95.311,95.311,83.159,83.159,95.7,95.7,99.912,99.912,99.117,107.746,98.462,98.462,92.577,105.808,90.744,90.744,98.416,84.031,84.031,96.022,96.022,97.787,93.556,105.481,97.312,97.312,95.776,95.776,106.078,99.486,99.486,96.814,97.584,97.584,101.609,101.609,99.582,102.711,102.711,103.388,101.127,101.127,113.622,106.301,95.921,100.307,100.307,84.628,96.496,85.737,101.435,98.282,97.138,100.01,106.531,98.945,111.631,87.153,99.686,99.686,101.567,101.567,100.722,100.722,101.567,101.567,100.722,100.722
2025-05-15,99.759,99.13,99.13,119.163,105.753,108.547,108.547,97.323,97.323,90.85,90.85,100.789,100.789,94.706,94.706,101.018,96.5,96.5,96.547,96.031,97.695,100.399,100.073,97.058,99.078,98.471,95.64,95.837,95.837,92.321,92.321,117.524,92.033,102.814,104.253,101.261,106.371,108.427,100.036,101.469,103.231,102.568,105.231,100.484,101.451,96.179,96.179,92.063,92.063,95.259,103.298,96.511,97.058,96.907,101.207,94.919,100.852,84.296,84.296,98.609,106.613,105.229,99.017,96.76,100.077,100.077,95.848,95.848,100.948,100.948,98.956,98.956,87.035,87.897,87.897,101.124,100.887,84.005,84.005,91.794,95.299,95.299,83.062,83.062,95.689,95.689,99.853,99.853,99.039,107.772,98.303,98.303,92.427,105.713,90.693,90.693,98.422,83.678,83.678,96.017,96.017,97.714,93.424,105.352,97.263,97.263,95.771,95.771,106.018,99.472,99.472,96.767,97.558,97.558,101.516,101.516,99.847,102.618,102.618,103.216,101.098,101.098,113.573,106.269,95.935,100.274,100.274,84.456,96.526,85.598,101.418,98.101,97.083,100.003,106.215,98.853,111.347,87.119,99.588,99.588,101.473,101.473,100.682,100.682,101.473,101.473,100.682,100.682
2025-05-16,99.668,99.186,99.186,119.481,106.047,108.645,108.645,97.366,97.366,90.973,90.973,100.822,100.822,94.8,94.8,101.091,96.525,96.525,96.575,96.07,97.728,100.397,100.067,97.01,99.117,98.552,95.727,95.893,95.893,92.506,92.506,117.601,92.123,102.762,104.272,101.289,106.454,108.448,100.107,101.461,103.322,102.608,105.323,100.577,101.533,96.222,96.222,92.166,92.166,95.491,103.386,96.498,97.145,97.172,101.269,95.09,100.886,84.464,84.464,98.68,106.866,105.287,99.024,96.839,100.113,100.113,95.937,95.937,101.085,101.085,98.952,98.952,87.179,88.042,88.042,101.267,100.93,84.237,84.237,91.9,95.313,95.313,83.235,83.235,95.767,95.767,99.929,99.929,99.102,107.699,98.277,98.277,92.553,105.794,90.858,90.858,98.444,83.773,83.773,96.04,96.04,97.782,93.505,105.394,97.327,97.327,95.811,95.811,106.067,99.462,99.462,96.797,97.583,97.583,101.544,101.544,99.802,102.75,102.764,103.228,101.114,101.114,114.111,106.57,96.014,100.293,100.293,84.66,96.64,85.811,101.456,98.396,97.142,99.995,106.475,98.901,111.53,87.23,99.695,99.695,101.531,101.531,100.717,100.717,101.531,101.531,100.717,100.717
2025-05-19,99.706,99.117,99.117,119.411,105.706,108.603,108.603,97.415,97.415,90.935,90.935,100.866,100.866,94.794,94.794,101.14,96.562,96.562,96.582,96.075,97.749,100.426,100.068,97.022,99.17,98.556,95.721,95.902,95.902,92.444,92.444,117.395,92.137,102.795,104.277,101.325,106.371,108.467,100.062,101.46,103.345,102.642,105.293,100.547,101.514,96.23,96.23,92.155,92.155,95.386,103.378,96.594,97.23,97.18,101.287,95.059,100.879,84.419,84.419,98.682,106.868,105.303,99.064,96.867,100.166,100.166,95.965,95.965,101.088,101.088,99.004,99.004,87.296,88.128,88.128,101.198,100.826,84.207,84.207,92.005,95.34,95.34,83.263,83.263,95.784,95.784,100.001,100.001,99.118,107.637,98.272,98.272,92.499,105.699,90.837,90.837,98.445,83.772,83.772,96.069,96.069,97.789,93.511,105.487,97.381,97.381,95.825,95.825,106.111,99.464,99.464,96.821,97.689,97.689,101.53,101.53,99.869,102.793,102.793,103.214,101.104,101.104,114.27,106.477,96.015,100.303,100.303,84.666,96.584,85.659,101.486,98.224,97.199,99.978,106.225,98.942,111.478,87.27,99.71,99.71,101.566,101.566,100.757,100.757,101.566,101.566,100.757,100.757
2025-05-20,99.676,99.002,99.002,119.094,104.982,107.822,107.822,97.256,97.256,90.598,90.598,100.76,100.76,94.735,94.735,100.973,96.546,96.546,96.57,96.002,97.667,100.341,100.056,97.077,99.124,98.462,95.459,95.853,95.853,92.175,92.175,116.75,91.938,102.734,104.24,101.231,106.162,108.054,100.038,101.388,103.034,102.512,105.189,100.047,101.432,96.288,96.288,91.857,91.857,94.885,103.217,96.648,97.023,96.429,101.214,94.747,100.831,84.069,84.069,98.612,106.57,105.188,98.967,96.735,100.04,100.04,95.924,95.924,100.775,100.775,99.02,99.02,86.984,87.717,87.717,101.0,100.722,83.797,83.797,91.647,95.325,95.325,82.864,82.864,95.704,95.704,99.849,99.849,99.026,107.109,98.354,98.354,91.877,104.998,90.634,90.634,98.428,84.055,84.055,96.032,96.032,97.65,92.934,105.376,97.282,97.282,95.837,95.837,105.899,99.331,99.331,96.846,97.615,97.615,101.393,101.393,99.889,102.629,102.629,103.223,101.124,101.124,113.965,106.316,95.926,100.281,100.281,84.272,96.58,85.07,101.389,97.46,97.104,99.96,105.501,98.95,110.855,86.815,99.536,99.536,101.286,101.286,100.596,100.596,101.286,101.286,100.596,100.596
2025-05-21,99.773,99.106,99.106,119.427,105.479,108.268,108.268,97.406,97.406,90.845,90.845,100.829,100.829,94.807,94.807,101.017,96.562,96.562,96.556,96.031,97.772,100.355,100.066,97.088,99.192,98.535,95.647,95.868,95.868,92.275,92.275,117.195,92.028,102.929,104.301,101.337,106.27,108.26,100.04,101.411,103.313,102.574,105.379,100.419,101.468,96.304,96.304,92.134,92.134,95.491,103.415,96.557,97.13,96.913,101.351,94.886,100.843,84.294,84.294,98.667,106.856,105.308,99.072,96.771,100.155,100.155,95.931,95.931,100.865,100.865,99.025,99.025,87.276,87.973,87.973,101.188,100.751,84.086,84.086,91.895,95.324,95.324,83.139,83.139,95.745,95.745,99.92,99.92,99.117,107.151,98.354,98.354,92.296,105.5,90.795,90.795,98.442,84.281,84.281,96.048,96.048,97.703,93.2,105.444,97.387,97.387,95.858,95.858,106.036,99.465,99.465,96.891,97.664,97.664,101.638,101.638,99.789,102.723,102.723,103.251,101.134,101.134,114.25,106.551,95.924,100.308,100.308,84.525,96.581,85.433,101.481,97.926,97.134,99.953,106.032,98.972,111.102,87.158,99.668,99.668,101.506,101.506,100.69,100.69,101.506,101.506,100.69,100.69
2025-05-22,99.742,99.12,99.12,119.227,105.639,108.268,108.268,97.371,97.371,90.858,90.858,100.799,100.799,94.835,94.835,100.992,96.581,96.581,96.6,96.086,97.744,100.336,100.048,97.05,99.188,98.524,95.747,95.895,95.895,92.295,92.295,117.246,92.044,102.852,104.224,101.304,106.211,108.214,100.049,101.426,103.271,102.552,105.241,100.381,101.418,96.334,96.334,92.191,92.191,95.673,103.322,96.551,97.156,96.946,101.335,94.914,100.839,84.428,84.428,98.666,106.837,105.259,98.993,96.744,100.098,100.098,95.951,95.951,100.881,100.881,99.024,99.024,87.391,87.935,87.935,101.197,100.704,84.108,84.108,91.922,95.387,95.387,83.17,83.17,95.756,95.756,99.879,99.879,99.079,107.057,98.244,98.244,92.312,105.446,90.805,90.805,98.454,84.397,84.397,96.077,96.077,97.713,93.275,105.356,97.394,97.394,95.912,95.912,106.036,99.369,99.369,96.918,97.688,97.688,101.573,101.573,99.88,102.711,102.711,103.21,101.117,101.117,114.204,106.523,95.946,100.293,100.293,84.56,96.615,85.51,101.417,98.092,97.159,99.934,106.15,98.917,110.864,87.236,99.679,99.679,101.543,101.543,100.686,100.686,101.543,101.543,100.686,100.686
2025-05-23,99.724,99.28,99.28,119.151,106.315,108.733,108.733,97.488,97.488,91.118,91.118,100.855,100.855,94.861,94.861,101.071,96.606,96.606,96.609,96.072,97.749,100.359,100.017,97.131,99.213,98.597,95.975,95.903,95.903,92.45,92.45,117.722,92.224,102.939,104.253,101.344,106.368,108.544,100.035,101.412,103.362,102.64,105.25,100.633,101.463,96.36,96.36,92.624,92.624,95.88,103.429,96.62,97.224,97.48,101.325,95.143,100.842,84.68,84.68,98.709,107.057,105.308,99.153,96.829,100.172,100.172,95.991,95.991,101.055,101.055,99.016,99.016,87.641,88.262,88.262,101.424,100.749,84.302,84.302,92.087,95.417,95.417,83.502,83.502,95.814,95.814,99.95,99.95,99.165,107.606,98.341,98.341,92.775,105.912,90.928,90.928,98.411,84.697,84.697,96.111,96.111,97.761,93.675,105.557,97.469,97.469,95.934,95.934,106.205,99.451,99.451,96.94,97.703,97.703,101.728,101.728,99.878,102.854,102.854,103.292,101.12,101.12,114.631,106.772,95.982,100.311,100.311,84.898,96.623,85.911,101.485,98.619,97.222,99.88,106.795,98.979,111.237,87.569,99.729,99.729,101.714,101.714,100.813,100.813,101.714,101.714,100.813,100.813
2025-05-27,99.699,99.242,99.242,119.004,106.052,108.687,108.687,97.439,97.439,91.034,91.034,100.815,100.815,94.779,94.779,101.07,96.561,96.564,96.634,96.044,97.724,100.302,100.044,97.15,99.221,98.519,95.994,95.872,95.872,92.44,92.44,117.414,92.147,102.776,104.196,101.288,106.266,108.481,100.016,101.356,103.264,102.573,105.283,100.454,101.363,96.323,96.323,92.575,92.575,95.764,103.297,96.567,97.126,97.231,101.276,95.021,100.811,84.604,84.604,98.651,106.925,105.218,99.094,96.826,100.138,100.138,95.943,95.943,100.961,100.961,99.009,99.009,87.592,88.151,88.151,101.352,100.709,84.146,84.146,92.042,95.403,95.403,83.376,83.376,95.754,95.754,99.895,99.895,99.112,107.321,98.316,98.316,92.699,105.699,90.859,90.859,98.417,84.548,84.548,96.094,96.094,97.717,93.55,105.457,97.444,97.444,95.916,95.916,106.11,99.412,99.412,96.936,97.668,97.668,101.68,101.68,100.002,102.804,102.804,103.238,101.078,101.078,114.507,106.686,95.951,100.29,100.29,84.776,96.565,85.723,101.431,98.429,97.21,99.966,106.641,99.018,111.179,87.435,99.644,99.644,101.608,101.608,100.731,100.731,101.608,101.608,100.731,100.731
2025-05-28,99.732,99.338,99.338,119.338,106.394,109.068,109.068,97.545,97.545,91.242,91.242,100.864,100.864,94.864,94.864,101.169,96.632,96.632,96.642,96.078,97.747,100.366,100.058,97.145,99.294,98.648,96.309,95.986,95.986,92.646,92.646,117.856,92.268,102.833,104.299,101.359,106.407,108.688,100.089,101.425,103.431,102.631,105.429,100.746,101.427,96.403,96.403,92.846,92.846,95.975,103.447,96.658,97.204,97.638,101.421,95.248,100.866,84.851,84.851,98.735,107.122,105.273,99.179,96.939,100.231,100.231,95.998,95.998,101.137,101.137,99.036,99.036,87.864,88.429,88.429,101.55,100.776,84.406,84.406,92.278,95.455,95.455,83.679,83.679,95.82,95.82,99.99,99.99,99.249,107.694,98.339,98.339,93.054,106.085,90.97,90.97,98.426,84.868,84.868,96.158,96.158,97.787,93.848,105.861,97.512,97.512,95.964,95.964,106.275,99.493,99.493,96.989,97.734,97.734,101.952,101.952,100.015,102.997,102.997,103.292,101.108,101.108,114.889,106.868,95.951,100.341,100.341,85.033,96.595,86.089,101.514,98.81,97.285,99.98,107.136,99.061,111.448,87.725,99.816,99.816,101.828,101.828,100.852,100.852,101.828,101.828,100.852,100.852
2025-05-29,99.744,99.413,99.413,119.411,106.648,109.132,109.132,97.682,97.682,91.434,91.434,100.935,100.935,94.97,94.97,101.273,96.716,96.716,96.704,96.144,97.793,100.397,99.956,97.216,99.389,98.774,96.404,96.048,96.048,92.751,92.751,118.023,92.365,102.946,104.141,101.396,106.505,108.792,100.122,101.514,103.569,102.625,105.543,100.872,101.502,96.494,96.494,92.982,92.982,96.182,103.562,96.605,97.285,97.774,101.567,95.409,100.933,85.044,85.044,98.837,107.156,105.198,99.136,97.06,100.293,100.293,96.049,96.049,101.248,101.248,99.052,99.052,88.049,88.666,88.666,101.71,100.834,84.562,84.562,92.461,95.534,95.534,83.985,83.985,95.895,95.895,100.063,100.063,99.389,107.864,98.335,98.335,93.286,106.16,91.141,91.141,98.478,85.009,85.009,96.24,96.24,97.864,93.984,106.024,97.628,97.628,96.032,96.032,106.353,99.491,99.491,97.045,97.858,97.858,102.053,102.053,100.119,103.095,103.095,103.342,101.141,101.141,115.377,107.033,96.006,100.379,100.379,85.199,96.692,86.184,101.548,98.946,97.334,100.001,107.197,99.088,111.455,87.952,99.942,99.942,101.926,101.926,100.963,100.963,101.926,101.926,100.963,100.963
2025-05-30,99.793,99.396,99.396,119.349,106.416,108.914,108.914,97.608,97.608,91.334,91.334,100.897,100.897,94.96,94.96,101.262,96.675,96.675,96.722,96.105,97.803,100.371,100.033,97.247,99.34,98.671,96.233,96.044,96.044,92.574,92.574,117.782,92.302,102.929,104.12,101.361,106.394,108.723,100.091,101.44,103.541,102.613,105.517,100.754,101.485,96.476,96.476,92.832,92.832,96.022,103.559,96.641,97.156,97.556,101.497,95.491,100.91,84.829,84.829,98.785,107.181,105.193,99.02,97.048,100.282,100.282,96.042,96.042,101.153,101.153,99.078,99.078,87.867,88.504,88.504,101.55,100.979,84.476,84.476,92.37,95.505,95.505,83.697,83.697,95.947,95.947,100.034,100.034,99.333,107.934,98.377,98.377,93.112,105.897,91.067,91.067,98.476,84.847,84.847,96.225,96.225,97.842,93.849,106.027,97.587,97.587,96.014,96.014,106.288,99.499,99.499,97.033,97.817,97.817,101.945,101.945,100.27,103.022,103.022,103.337,101.164,101.164,115.278,107.023,95.995,100.353,100.353,85.119,96.693,86.073,101.518,98.766,97.298,99.972,107.078,99.14,111.355,87.789,99.872,99.872,101.798,101.798,100.858,100.858,101.798,101.798,100.858,100.858
2025-06-02,99.752,99.4,99.4,119.328,106.616,108.858,108.858,97.596,97.596,91.29,91.29,100.84,100.84,94.975,94.975,101.29,96.662,96.662,96.729,96.136,97.79,100.373,100.059,97.258,99.324,98.666,96.169,96.079,96.079,92.566,92.566,117.633,92.286,102.884,104.18,101.312,106.443,108.691,100.151,101.446,103.631,102.629,105.551,100.804,101.453,96.46,96.46,92.787,92.787,95.938,103.549,96.65,97.199,97.513,101.455,95.768,100.903,84.802,84.802,98.792,106.472,105.222,99.095,97.002,100.273,100.273,96.071,96.071,101.081,101.081,99.062,99.062,87.838,88.604,88.604,101.508,100.923,84.435,84.435,92.384,95.544,95.544,83.681,83.689,95.951,95.951,99.997,99.997,99.298,107.9,98.57,98.57,93.112,105.991,91.045,91.045,98.505,84.822,84.815,96.208,96.208,97.81,93.852,105.94,97.554,97.554,95.995,95.995,106.084,99.5,99.5,96.999,97.769,97.769,101.884,101.884,100.155,102.991,102.991,103.394,101.139,101.139,115.239,106.977,96.008,100.336,100.336,85.097,96.698,86.063,101.51,98.787,97.314,99.98,107.115,99.043,111.278,87.817,99.813,99.813,101.769,101.769,100.84,100.84,101.769,101.769,100.84,100.84
2025-06-03,99.714,99.598,99.598,119.368,107.286,109.409,109.409,97.803,97.803,91.706,91.706,100.98,100.98,95.129,95.129,101.508,96.804,96.804,96.782,96.23,97.87,100.495,100.094,97.234,99.458,98.853,96.516,96.169,96.169,92.878,92.878,118.32,92.444,103.119,104.32,101.448,106.617,109.021,100.192,101.603,103.892,102.732,105.604,101.218,101.598,96.602,96.602,93.173,93.173,96.297,103.555,96.651,97.412,98.066,101.654,96.081,100.991,85.273,85.273,98.907,106.875,105.404,99.252,97.174,100.407,100.407,96.148,96.148,101.402,101.402,99.123,99.123,88.252,89.008,89.008,101.875,101.003,84.781,84.781,92.784,95.649,95.649,84.128,84.128,96.056,96.056,100.189,100.189,99.528,108.603,98.677,98.677,93.589,106.573,91.278,91.278,98.523,85.243,85.243,96.326,96.326,97.963,94.281,106.039,97.756,97.756,96.111,96.111,106.527,99.647,99.647,97.087,97.954,97.954,102.208,102.208,100.132,103.259,103.259,103.43,101.197,101.197,115.626,107.123,96.118,100.418,100.418,85.519,96.799,86.601,101.606,99.396,97.354,100.022,107.67,99.139,111.828,88.277,100.076,100.076,102.144,102.144,101.103,101.103,102.144,102.144,101.103,101.103
2025-06-04,99.905,99.527,99.527,119.287,106.975,109.184,109.184,97.675,97.675,91.446,91.446,100.905,100.905,95.037,95.037,101.347,96.784,96.784,96.765,96.187,97.882,100.404,100.047,97.312,99.402,98.759,96.257,96.132,96.132,92.667,92.667,118.163,92.266,102.899,104.208,101.317,106.425,108.821,100.147,101.602,103.714,102.614,105.484,100.881,101.46,96.577,96.577,92.928,92.928,96.136,103.465,96.719,97.235,97.702,101.524,95.866,100.971,84.983,84.983,98.825,106.626,105.358,99.203,97.062,100.292,100.292,96.104,96.104,101.161,101.161,99.083,99.083,87.97,88.679,88.679,101.637,100.945,84.501,84.501,92.541,95.616,95.616,83.916,83.916,95.981,95.981,100.053,100.053,99.376,108.262,98.758,98.758,93.425,106.117,91.118,91.118,98.502,84.906,84.906,96.259,96.259,97.873,93.921,106.079,97.655,97.655,96.069,96.069,106.326,99.615,99.615,97.099,97.89,97.89,102.005,102.005,100.368,103.038,103.038,103.323,101.082,101.082,115.131,106.938,96.146,100.378,100.378,85.249,96.753,86.444,101.494,99.092,97.335,99.986,107.376,99.088,111.462,87.909,100.064,100.064,101.948,101.948,100.937,100.937,101.948,101.948,100.937,100.937
2025-06-05,99.883,99.412,99.412,118.987,106.292,108.546,108.546,97.376,97.376,90.974,90.974,100.737,100.737,94.846,94.846,101.146,96.615,96.615,96.68,96.089,97.736,100.245,100.009,97.196,99.217,98.517,95.821,96.014,96.014,92.312,92.312,117.42,92.023,102.73,104.05,101.13,106.09,108.438,100.126,101.48,103.41,102.458,105.268,100.417,101.301,96.399,96.399,92.428,92.428,96.193,103.291,96.596,97.0,97.045,101.201,95.512,100.835,84.38,84.38,98.683,106.205,105.178,99.177,96.909,100.125,100.125,96.044,96.044,100.811,100.811,99.023,99.023,87.48,88.101,88.101,101.265,100.914,83.997,83.997,92.081,95.514,95.514,83.325,83.325,95.868,95.868,99.833,99.833,99.08,107.975,98.582,98.582,92.813,105.485,90.849,90.849,98.433,84.467,84.467,96.161,96.161,97.675,93.417,105.75,97.393,97.393,95.958,95.958,105.966,99.536,99.536,96.95,97.648,97.648,101.608,101.608,100.219,102.693,102.693,103.273,101.011,101.011,114.407,106.578,95.989,100.265,100.265,84.719,96.693,85.936,101.351,98.405,97.268,99.904,106.769,99.068,111.138,87.352,99.681,99.681,101.528,101.528,100.625,100.625,101.528,101.528,100.625,100.625
2025-06-06,99.741,99.421,99.421,119.33,106.717,108.761,108.761,97.488,97.488,91.261,91.261,100.807,100.807,94.909,94.909,101.197,96.648,96.648,96.712,96.114,97.792,100.298,100.013,97.23,99.282,98.575,96.073,96.094,96.094,92.522,92.522,117.725,92.17,102.821,104.125,101.183,106.164,108.533,100.163,101.504,103.53,102.497,105.319,100.514,101.364,96.486,96.486,92.703,92.703,96.321,103.377,96.652,97.102,97.299,101.339,95.769,100.871,84.676,84.676,98.739,106.387,105.228,99.135,97.165,100.181,100.181,96.155,96.155,100.979,100.979,99.104,99.104,87.706,88.335,88.335,101.364,100.989,84.174,84.174,92.287,95.559,95.559,83.488,83.488,95.948,95.948,99.916,99.916,99.164,108.459,98.534,98.534,93.103,105.813,90.955,90.955,98.496,84.654,84.654,96.215,96.215,97.748,93.489,105.792,97.497,97.497,96.022,96.022,106.121,99.556,99.556,97.008,97.794,97.794,101.757,101.757,99.918,102.819,102.819,103.3,101.059,101.059,114.634,106.821,96.057,100.3,100.3,84.96,96.756,86.077,101.379,98.675,97.297,99.939,106.93,99.078,111.165,87.578,99.823,99.823,101.662,101.662,100.708,100.708,101.662,101.662,100.708,100.708
2025-06-09,99.789,99.478,99.478,119.123,106.81,109.082,109.082,97.468,97.468,91.176,91.176,100.815,100.815,95.004,95.004,101.153,96.617,96.617,96.71,96.104,97.793,100.235,100.008,97.221,99.27,98.599,96.139,96.066,96.066,92.393,92.393,117.795,92.088,102.822,104.086,101.147,106.159,108.533,100.086,101.495,103.539,102.46,105.27,100.52,101.334,96.468,96.468,92.75,92.75,96.196,103.344,96.64,97.075,97.273,101.35,95.722,100.88,84.732,84.732,98.728,106.234,105.204,99.081,97.079,100.162,100.162,96.098,96.098,100.868,100.868,99.079,99.079,87.881,88.318,88.318,101.346,100.962,84.139,84.139,92.253,95.552,95.552,83.523,83.523,95.936,95.936,99.868,99.868,99.203,108.64,98.585,98.585,93.105,106.206,90.929,90.929,98.426,84.602,84.602,96.202,96.202,97.701,93.427,105.684,97.517,97.517,96.004,96.004,106.113,99.566,99.566,96.978,97.735,97.735,101.832,101.832,100.05,102.759,102.759,103.018,101.038,101.038,114.568,106.691,96.071,100.284,100.284,84.908,96.731,86.155,101.334,98.893,97.295,99.917,106.913,99.082,111.1,87.497,99.802,99.802,101.664,101.664,100.717,100.717,101.664,101.664,100.717,100.717
2025-06-10,99.766,99.552,99.552,119.494,107.263,109.435,109.435,97.618,97.618,91.436,91.436,100.922,100.922,95.169,95.169,101.296,96.72,96.72,96.816,96.189,97.873,100.351,100.067,97.252,99.377,98.744,96.375,96.162,96.162,92.613,92.613,118.043,92.316,102.893,104.161,101.258,106.286,108.733,100.114,101.549,103.502,102.581,105.449,100.826,101.464,96.575,96.575,93.046,93.046,96.63,103.425,96.692,97.21,97.619,101.512,95.916,100.955,84.996,84.996,98.88,106.596,105.299,99.127,97.183,100.262,100.262,96.161,96.161,101.034,101.034,99.101,99.101,88.1,88.645,88.645,101.57,101.039,84.448,84.448,92.526,95.628,95.628,83.848,83.848,96.01,96.01,100.024,100.024,99.308,109.226,98.698,98.698,93.439,106.498,91.206,91.206,98.475,84.934,84.934,96.283,96.283,97.802,93.699,105.83,97.655,97.655,96.092,96.092,106.28,99.592,99.592,97.052,97.882,97.882,102.087,102.087,100.068,102.927,102.927,103.146,101.105,101.105,114.887,107.017,96.106,100.35,100.35,85.231,96.76,86.419,101.443,99.192,97.37,99.96,107.318,99.109,111.368,87.786,99.992,99.992,101.815,101.815,100.848,100.848,101.815,101.815,100.848,100.848
2025-06-11,99.806,99.674,99.674,119.627,107.428,109.783,109.783,97.717,97.717,91.648,91.648,100.982,100.982,95.246,95.246,101.405,96.799,96.799,96.839,96.259,97.925,100.41,100.065,97.338,99.419,98.881,96.529,96.18,96.18,92.761,92.761,118.441,92.452,102.98,104.251,101.334,106.484,108.945,100.166,101.62,103.476,102.667,105.594,101.063,101.509,96.652,96.652,93.262,93.262,96.878,103.65,96.718,97.311,97.962,101.643,96.047,101.018,85.33,85.33,98.917,106.832,105.374,99.309,97.134,100.325,100.325,96.215,96.215,101.245,101.245,99.127,99.127,88.401,89.038,89.038,101.732,101.164,84.699,84.699,92.742,95.705,95.705,84.138,84.138,96.08,96.08,100.061,100.061,99.42,109.36,98.772,98.772,93.853,107.068,91.282,91.282,98.539,85.17,85.17,96.365,96.365,97.873,93.907,105.895,97.771,97.771,96.141,96.141,106.457,99.718,99.718,97.132,97.99,97.99,102.31,102.31,100.215,103.072,103.072,103.188,101.125,101.125,115.221,107.209,96.157,100.394,100.394,85.505,96.766,86.708,101.495,99.546,97.37,99.95,107.805,99.093,111.618,88.063,100.076,100.076,102.035,102.035,100.989,100.989,102.035,102.035,100.989,100.989
