date,BY6616951,00388WAL5,ZK2432019,00440FAA2,0010EPAF5,00139PAA6,EC5379283,00182EBJ7,00182FBJ4,00182FBM7,00182EBM0,04685A3R0,04686E3X8,04685A2P5,04686E2R2,05964HAS4,06407EAE5,06407F2E1,13607HVE9,14913R2Q9,14912L6T3,14913UAE0,14913UAA8,BP4094119,AM6439740,AQ6089074,AZ1269218,18977W2A7,18977X2A5,18977W2C3,18977X2C1,65334HAA0,191216DD9,205887AF9,126149AD5,21688ABD3,247025AE9,656531AJ9,30040WAV0,BZ5735841,125581GX0,38141GES9,022249AU0,404280CF4,40428HA44,BT5886671,44920UAT5,45434M2A9,45434L2A1,46115HBM8,472319AE2,BR4616800,24422EUB3,24422EWL9,ZL3159429,49327V2B9,ZI8616628,BQ2936111,501955AD0,53944YAD5,548661AK3,61238QAA6,ZS5181574,55279HAQ3,58769JAQ0,ZF2198033,59217GER6,59217HDB0,59217GFR5,59217HEB9,60687YAD1,JK7097401,BK8837647,BP5437630,632525AY7,63253QAG9,636180BS9,64952WDS9,64952XDN8,65535HAQ2,656029AG0,BR3763231,656029AH8,BR3764569,66815L2F5,66815M2F3,66815L2K4,66815M2K2,AR7148604,674599DD4,74735K2B7,EJ5291327,686330AP6,698900AG2,6944PL2H1,6944PM2K2,717081DV2,74256LEH8,74256MEH6,74256LEP0,74256MEQ6,742718FG9,744330AA9,74531EAA0,759470AX5,AQ1070327,780082AH6,BR3379137,913017AT6,AU7892469,78520LAB6,BS3534952,82938NAH7,AP0442859,78392BAH0,ZF0967975,ZK3662838,ZI7501953,86563VBM0,71644EAE2,87020PAV9,ZK9217678,879385AD4,880451AV1,89114TZG0,891160TD5,ZK8284158,89236THX6,89236TJK2,89236TJW6,89236TLD5,89236TKR5,25468PDM5,902613BB3,92857WAB6,929089AB6,949746TB7,961214ET6,96122XAQ1,96122WAQ3,96122QAC7,96122FAC1,96122QAA1,96122FAA5,96122QAC7.1,96122FAC1.1,96122QAA1.1,96122FAA5.1
2024-06-20,98.371,97.679,97.679,119.276,106.588,109.421,109.421,94.889,94.889,88.092,88.092,101.579,101.579,91.831,91.831,99.327,93.046,93.046,92.548,91.899,94.869,99.212,98.793,93.605,96.928,97.361,93.585,91.666,91.666,87.863,87.863,119.741,87.898,103.988,105.648,100.019,107.144,109.467,98.806,100.084,102.536,101.887,104.677,98.499,100.447,93.18,93.18,90.057,90.057,91.276,102.639,92.265,94.803,96.203,100.964,90.298,100.101,83.505,83.505,96.379,107.339,106.065,97.155,93.391,99.621,99.621,92.29,92.29,99.446,99.446,96.77,96.77,84.007,84.806,84.806,99.704,99.932,80.375,80.375,88.896,90.94,90.94,80.581,80.581,92.27,92.27,98.039,98.039,98.24,110.898,96.109,96.109,93.22,109.015,86.953,86.953,95.716,80.075,80.075,91.702,91.702,95.159,89.795,105.158,95.128,95.128,91.728,91.728,106.417,97.972,97.972,93.404,95.047,95.047,100.47,100.47,99.323,102.115,102.115,104.642,100.395,100.395,113.77,106.364,91.683,99.287,99.287,81.747,92.572,84.35,100.653,98.058,93.454,98.414,107.277,96.697,111.702,84.171,97.934,97.934,100.339,100.339,99.459,99.459,100.339,100.339,99.459,99.459
2024-06-21,98.26,97.644,97.644,119.134,106.558,109.402,109.402,94.822,94.822,88.043,88.043,99.904,99.904,91.685,91.685,99.317,92.964,92.964,92.549,91.894,94.798,99.201,98.758,93.587,96.88,97.154,93.588,91.613,91.613,87.764,87.764,119.67,87.943,103.964,105.588,99.998,107.122,109.11,98.747,100.096,102.401,101.798,104.617,98.403,100.434,93.221,93.221,90.08,90.08,90.516,102.64,91.962,94.721,96.214,100.872,90.237,100.051,83.65,83.65,96.332,107.278,105.857,97.21,93.342,99.56,99.56,92.285,92.285,99.46,99.46,96.736,96.736,83.911,84.809,84.809,99.693,99.966,80.373,80.373,88.79,90.98,90.98,80.287,80.287,92.287,92.287,97.971,97.971,98.06,110.789,96.136,96.136,93.081,108.897,86.978,86.978,95.747,80.003,80.003,91.744,91.744,95.26,89.887,105.101,95.098,95.098,91.608,91.608,106.215,98.019,98.019,93.361,95.037,95.037,100.479,100.479,99.286,102.03,102.03,104.475,100.357,100.357,113.68,106.262,91.648,99.308,99.308,81.766,92.584,84.241,100.681,98.099,93.502,98.396,107.158,96.593,111.606,84.153,97.801,97.801,100.273,100.273,99.371,99.371,100.273,100.273,99.371,99.371
2024-06-24,98.258,97.718,97.718,119.17,106.585,109.6,109.6,94.903,94.903,88.073,88.073,100.48,100.48,91.764,91.764,99.371,93.03,93.03,92.557,91.91,94.825,99.184,98.773,93.634,96.991,97.177,93.642,91.583,91.583,87.727,87.727,119.691,88.111,104.011,105.498,100.024,107.108,109.182,98.787,100.12,102.402,101.839,104.674,98.587,100.464,93.15,93.15,90.104,90.104,90.545,102.661,92.256,94.763,96.434,100.956,90.421,100.021,83.66,83.66,96.38,107.112,105.767,97.202,93.356,99.566,99.566,92.364,92.364,99.498,99.498,96.734,96.734,83.98,84.851,84.851,99.695,100.008,80.517,80.517,88.796,90.989,90.989,80.305,80.305,92.399,92.399,98.019,98.019,98.22,110.886,96.253,96.253,93.237,109.082,86.987,86.987,95.76,80.134,80.134,91.707,91.707,95.288,90.102,105.487,95.02,95.02,91.631,91.631,106.346,98.057,98.057,93.504,95.057,95.057,100.474,100.474,99.334,102.092,102.092,104.429,100.326,100.326,113.706,106.408,91.696,99.361,99.361,81.875,92.613,84.414,100.708,98.281,93.512,98.388,107.189,96.556,111.634,84.242,97.929,97.929,100.324,100.324,99.467,99.467,100.324,100.324,99.467,99.467
2024-06-25,98.287,97.652,97.652,119.116,106.375,109.509,109.509,94.815,94.815,87.868,87.868,100.345,100.345,91.728,91.728,99.384,92.999,92.999,92.528,91.873,94.769,99.089,98.716,93.615,96.913,97.16,93.435,91.583,91.583,87.713,87.713,119.777,88.069,103.899,105.54,99.959,106.84,109.201,98.755,100.145,102.359,101.853,104.549,98.463,100.417,93.121,93.121,90.005,90.005,90.511,102.559,92.135,94.718,96.347,100.869,90.237,99.988,83.516,83.516,96.319,106.867,105.803,97.117,93.373,99.526,99.526,92.438,92.438,99.407,99.407,96.707,96.707,83.943,84.822,84.822,99.6,99.934,80.336,80.336,88.674,90.936,90.936,80.069,80.069,92.328,92.328,98.016,98.016,98.164,110.826,96.267,96.267,93.118,108.782,86.845,86.845,95.71,79.92,79.92,91.757,91.757,95.199,90.011,104.884,94.982,94.982,91.629,91.629,106.297,97.988,97.988,93.423,94.959,94.959,100.242,100.242,99.283,101.998,101.998,104.341,100.325,100.325,113.505,106.229,91.664,99.325,99.325,81.742,92.581,84.418,100.696,98.026,93.497,98.362,107.017,96.59,111.977,84.175,97.859,97.859,100.295,100.295,99.39,99.39,100.295,100.295,99.39,99.39
2024-06-26,98.146,97.592,97.592,118.969,106.13,108.975,108.975,94.651,94.651,87.593,87.593,99.914,99.914,91.566,91.566,99.212,92.874,92.874,92.471,91.796,94.664,98.962,98.643,93.59,96.768,96.931,93.279,91.514,91.514,87.477,87.477,119.208,87.738,103.756,105.407,99.811,106.568,108.863,98.721,100.076,102.047,101.698,104.431,98.156,100.238,92.997,92.997,89.69,89.69,90.214,102.447,92.177,94.516,95.762,100.515,90.134,99.868,83.049,83.049,96.185,106.595,105.643,97.059,93.2,99.38,99.38,92.304,92.304,99.147,99.147,96.648,96.648,83.63,84.401,84.401,99.362,99.873,79.984,79.984,88.413,90.818,90.818,79.63,79.63,92.201,92.201,97.789,97.789,97.84,110.381,96.175,96.175,92.646,108.053,86.714,86.714,95.63,79.599,79.599,91.712,91.712,95.026,89.706,104.65,94.837,94.837,91.575,91.575,105.983,97.803,97.803,93.343,94.882,94.882,99.995,99.995,99.052,101.834,101.834,104.343,100.25,100.25,113.025,105.928,91.609,99.256,99.256,81.376,92.53,83.932,100.604,97.58,93.428,98.191,106.219,96.532,111.077,83.793,97.626,97.626,100.013,100.013,99.166,99.166,100.013,100.013,99.166,99.166
2024-06-27,98.157,97.599,97.599,119.033,106.291,109.188,109.188,94.763,94.763,87.763,87.763,99.903,99.903,91.632,91.632,99.365,92.966,92.966,92.551,91.885,94.7,99.053,98.708,93.642,96.907,97.053,93.492,91.599,91.599,87.68,87.68,119.44,87.874,103.836,105.581,99.898,106.822,108.971,98.748,100.061,102.321,101.801,104.318,98.479,100.331,93.082,93.082,89.881,89.881,90.404,102.556,92.23,94.684,96.111,100.685,90.13,99.927,83.284,83.284,96.284,106.978,105.734,97.05,93.424,99.502,99.502,92.355,92.355,99.363,99.363,96.707,96.707,83.803,84.624,84.624,99.582,99.932,80.272,80.272,88.593,90.876,90.876,79.737,79.737,92.363,92.363,97.892,97.892,97.964,110.629,96.252,96.252,92.875,108.262,86.903,86.903,95.659,79.884,79.884,91.751,91.751,95.131,89.879,104.935,94.916,94.916,91.67,91.67,106.141,97.899,97.899,93.46,94.95,94.95,100.1,100.1,99.179,101.973,101.973,104.304,100.282,100.282,113.34,106.132,91.667,99.32,99.32,81.606,92.578,84.245,100.725,97.865,93.502,98.304,106.63,96.585,111.335,84.07,97.766,97.766,100.181,100.181,99.357,99.357,100.181,100.181,99.357,99.357
2024-06-28,98.092,97.525,97.525,118.905,105.608,108.597,108.597,94.596,94.596,87.48,87.48,99.784,99.784,91.509,91.509,99.24,92.867,92.867,92.533,91.857,94.703,98.932,98.621,93.554,96.663,96.888,93.183,91.518,91.518,87.478,87.478,118.798,87.715,103.727,105.442,99.791,106.601,108.637,98.735,99.96,102.032,101.644,104.279,98.22,100.217,93.026,93.026,89.73,89.73,91.116,102.441,92.001,94.431,95.465,100.448,89.932,99.918,82.761,82.761,96.178,106.625,105.618,96.885,93.241,99.364,99.364,92.258,92.258,99.066,99.066,96.672,96.672,83.523,84.153,84.153,99.301,99.812,79.997,79.997,88.243,90.84,90.84,79.213,79.213,92.194,92.194,97.73,97.73,97.727,110.193,96.109,96.109,92.299,107.803,86.615,86.615,95.609,79.529,79.529,91.733,91.733,95.009,89.589,104.529,94.954,94.954,91.616,91.616,105.859,97.738,97.738,93.272,94.865,94.865,99.823,99.823,98.904,101.708,101.708,104.283,100.254,100.254,112.945,105.831,91.677,99.251,99.251,81.133,92.557,83.637,100.649,97.151,93.454,98.278,105.929,96.516,111.239,83.588,97.618,97.618,99.9,99.9,99.137,99.137,99.9,99.9,99.137,99.137
2024-07-01,98.006,97.442,97.442,118.875,105.08,108.155,108.155,94.472,94.472,87.309,87.309,99.774,99.774,91.459,91.459,99.261,92.865,92.865,92.634,91.899,94.721,98.922,98.709,93.628,96.639,96.716,93.105,91.673,91.673,87.394,87.394,118.284,87.619,103.805,105.368,99.747,106.469,108.335,98.759,99.886,101.792,101.642,104.031,98.133,100.194,93.026,93.026,89.509,89.509,89.924,102.291,92.312,94.371,95.21,100.279,89.781,99.892,82.38,82.38,96.139,106.512,105.667,96.859,93.239,99.312,99.312,92.232,92.232,98.87,98.87,96.717,96.717,83.33,83.888,83.888,99.06,99.934,79.734,79.734,88.033,90.945,90.945,78.915,78.915,92.153,92.153,97.71,97.71,97.551,109.854,96.013,96.013,91.964,107.538,86.546,86.546,95.692,79.149,79.149,91.804,91.804,94.957,89.423,104.58,95.157,95.157,91.721,91.721,105.783,97.71,97.71,93.33,94.84,94.84,99.655,99.655,98.7,101.475,101.475,104.36,100.297,100.297,112.783,105.758,91.733,99.241,99.241,80.964,92.635,83.317,100.727,96.825,93.506,98.333,105.645,96.592,111.048,83.255,97.452,97.452,99.689,99.689,99.044,99.044,99.689,99.689,99.044,99.044
2024-07-02,98.034,97.532,97.532,118.943,105.326,108.355,108.355,94.572,94.572,87.433,87.433,99.822,99.822,91.53,91.53,99.366,92.924,92.924,92.637,91.943,94.773,98.97,98.777,93.614,96.802,96.79,93.34,91.756,91.756,87.609,87.609,118.334,87.739,103.77,105.439,99.826,106.574,108.579,98.801,99.954,101.91,101.748,104.26,98.384,100.276,93.05,93.05,89.685,89.685,90.451,102.443,92.194,94.504,95.356,100.409,89.996,99.99,82.513,82.513,96.213,106.796,105.738,97.006,93.426,99.394,99.394,92.333,92.333,99.058,99.058,96.747,96.747,83.534,84.057,84.057,99.262,100.008,79.849,79.849,88.138,90.991,90.991,79.039,79.039,92.215,92.215,97.803,97.803,97.645,110.112,96.101,96.101,92.036,107.754,86.764,86.764,95.743,79.487,79.487,91.851,91.851,95.021,89.661,104.874,95.072,95.072,91.717,91.717,105.936,97.771,97.771,93.492,94.903,94.903,99.774,99.774,98.785,101.608,101.608,104.484,100.345,100.345,112.966,105.901,91.77,99.28,99.28,81.153,92.684,83.54,100.779,97.118,93.586,98.37,105.834,96.652,111.061,83.48,97.569,97.569,99.839,99.839,99.132,99.132,99.839,99.839,99.132,99.132
2024-07-03,98.249,97.843,97.843,119.168,105.823,108.832,108.832,94.812,94.812,87.769,87.769,99.945,99.945,91.739,91.739,99.564,93.083,93.083,92.763,92.062,94.854,99.164,98.845,93.653,96.955,97.069,93.708,91.842,91.842,87.795,87.795,118.775,87.983,103.797,105.507,100.001,106.866,108.771,98.863,99.968,102.307,101.86,104.538,98.738,100.463,93.228,93.228,90.105,90.105,90.819,102.617,92.276,94.643,95.925,100.715,90.553,100.056,82.918,82.918,96.408,107.013,105.724,97.093,94.165,99.549,99.549,92.453,92.453,99.334,99.334,96.807,96.807,83.949,84.489,84.489,99.543,100.083,80.344,80.344,88.492,91.083,91.083,79.501,79.501,92.401,92.401,98.042,98.042,98.015,110.616,96.367,96.367,92.517,108.326,87.007,87.007,95.83,79.939,79.939,91.956,91.956,95.206,90.061,104.905,95.211,95.211,91.735,91.735,106.11,97.98,97.98,93.575,95.029,95.029,100.101,100.101,99.094,101.91,101.91,104.494,100.399,100.399,113.426,106.152,91.869,99.343,99.343,81.529,92.759,83.861,100.872,97.618,93.653,98.468,106.395,96.753,111.338,83.897,97.788,97.788,100.174,100.174,99.38,99.38,100.174,100.174,99.38,99.38
2024-07-04,98.253,98.105,98.105,119.415,106.442,109.274,109.274,95.12,95.12,88.194,88.194,100.138,100.138,91.966,91.966,99.858,93.259,93.259,92.947,92.275,95.175,99.373,99.054,93.692,97.197,97.481,94.238,92.055,92.055,88.134,88.134,119.301,88.32,104.106,105.643,100.234,107.116,109.269,99.073,100.137,102.555,102.116,104.875,99.334,100.681,93.469,93.469,90.458,90.458,91.257,102.836,92.147,94.97,96.46,101.039,90.926,100.277,83.422,83.422,96.625,107.482,106.205,97.347,94.141,99.751,99.751,92.754,92.754,99.722,99.722,96.95,96.95,84.378,84.928,84.928,99.974,100.289,80.642,80.642,88.999,91.301,91.301,79.888,79.888,92.59,92.59,98.276,98.276,98.177,111.029,96.473,96.473,93.016,108.778,87.346,87.346,96.014,80.307,80.307,92.147,92.147,95.425,90.562,105.49,95.609,95.609,92.102,92.102,106.588,98.158,98.158,93.719,95.352,95.352,100.432,100.432,99.128,102.282,102.282,104.597,100.601,100.601,113.966,106.534,92.081,99.553,99.553,82.015,92.978,84.273,101.07,98.131,93.867,98.635,106.928,96.916,111.595,84.424,98.045,98.045,100.606,100.606,99.688,99.688,100.606,100.606,99.688,99.688
2024-07-05,98.447,98.049,98.049,119.331,106.242,109.329,109.329,95.115,95.115,88.163,88.163,100.039,100.039,91.915,91.915,99.797,93.259,93.259,92.925,92.221,95.033,99.331,98.981,93.655,97.116,97.424,94.147,91.99,91.99,88.147,88.147,119.275,88.332,103.983,105.57,100.192,107.086,109.079,99.015,100.196,102.377,102.081,104.802,99.341,100.649,93.423,93.423,90.38,90.38,91.921,102.781,92.313,94.972,96.502,100.989,90.89,100.205,83.384,83.384,96.577,107.274,106.108,97.278,94.02,99.725,99.725,92.682,92.682,99.628,99.628,96.902,96.902,84.348,84.95,84.95,99.915,100.281,80.617,80.617,88.895,91.275,91.275,79.819,79.819,92.526,92.526,98.209,98.209,98.142,111.323,96.444,96.444,92.894,108.923,87.271,87.271,95.97,80.237,80.237,92.099,92.099,95.427,90.442,105.486,95.521,95.521,91.946,91.946,106.322,98.147,98.147,93.711,95.301,95.301,100.434,100.434,99.388,102.22,102.22,104.533,100.623,100.623,114.018,106.569,92.076,99.444,99.444,82.039,92.923,84.312,101.059,98.161,93.828,98.645,106.91,96.866,111.753,84.469,97.981,97.981,100.507,100.507,99.644,99.644,100.507,100.507,99.644,99.644
2024-07-08,98.387,98.096,98.096,119.43,106.601,109.39,109.39,95.077,95.077,88.129,88.129,100.043,100.043,91.911,91.911,99.852,93.243,93.243,92.948,92.23,95.063,99.339,98.981,93.725,97.076,97.448,94.096,92.009,92.009,88.077,88.077,119.11,88.293,104.172,105.643,100.207,107.057,109.115,99.029,100.21,102.413,102.072,104.788,99.308,100.642,93.456,93.456,90.387,90.387,91.313,102.805,92.264,94.928,96.354,101.022,90.857,100.203,83.27,83.27,96.571,107.248,106.133,97.305,94.131,99.739,99.739,92.706,92.706,99.594,99.594,96.946,96.946,84.374,84.814,84.814,99.939,100.281,80.641,80.641,88.845,91.22,91.22,79.839,79.839,92.579,92.579,98.199,98.199,98.119,111.206,96.424,96.424,92.697,108.616,87.314,87.314,95.963,80.214,80.214,92.128,92.128,95.422,90.471,105.56,95.521,95.521,91.951,91.951,106.246,98.049,98.049,93.708,95.3,95.3,100.51,100.51,99.332,102.21,102.21,104.529,100.567,100.567,114.012,106.502,92.086,99.461,99.461,81.955,92.939,84.363,101.045,98.07,93.849,98.624,106.787,96.892,111.871,84.368,97.916,97.916,100.478,100.478,99.595,99.595,100.478,100.478,99.595,99.595
2024-07-09,98.398,98.099,98.099,118.896,106.552,109.344,109.344,95.126,95.126,88.163,88.163,100.095,100.095,92.084,92.084,99.845,93.276,93.276,92.954,92.254,95.051,99.381,99.0,93.789,97.155,97.439,94.147,92.041,92.041,88.16,88.16,119.257,88.354,104.239,105.549,100.243,107.008,109.155,99.053,100.329,102.55,102.073,104.818,99.379,100.675,93.435,93.435,90.507,90.507,91.691,102.855,92.318,95.005,96.371,101.057,90.953,100.227,83.382,83.382,96.607,107.305,106.154,97.395,94.056,99.749,99.749,92.747,92.747,99.61,99.61,96.953,96.953,84.405,84.995,84.995,99.948,100.32,80.663,80.663,88.928,91.126,91.126,79.901,79.901,92.613,92.613,98.242,98.242,98.368,111.243,96.537,96.537,92.836,108.784,87.281,87.281,95.986,80.253,80.253,92.149,92.149,95.48,90.679,105.74,95.498,95.498,92.001,92.001,106.298,98.113,98.113,93.744,95.321,95.321,100.612,100.612,99.338,102.223,102.223,104.769,100.596,100.596,114.057,106.503,92.124,99.498,99.498,82.044,92.983,84.412,101.1,98.208,93.886,98.69,106.85,96.973,112.121,84.414,97.998,97.998,100.526,100.526,99.618,99.618,100.526,100.526,99.618,99.618
2024-07-10,98.436,98.324,98.324,119.233,106.72,109.787,109.787,95.431,95.431,88.568,88.568,100.312,100.312,92.309,92.309,100.116,93.515,93.515,93.138,92.437,95.223,99.584,99.162,93.938,97.239,97.756,94.513,92.229,92.229,88.51,88.51,119.716,88.687,104.491,105.741,100.482,107.297,109.441,99.223,100.542,102.782,102.294,105.142,99.761,100.909,93.677,93.677,90.921,90.921,92.336,103.112,92.284,95.322,96.867,101.356,91.305,100.438,83.767,83.767,96.863,107.818,106.401,97.637,94.323,99.968,99.968,92.973,92.973,100.032,100.032,97.113,97.113,84.848,85.376,85.376,100.291,100.57,81.06,81.06,89.293,91.361,91.361,79.899,79.899,92.9,92.9,98.556,98.556,98.647,111.706,96.717,96.717,93.238,109.247,87.628,87.628,96.202,80.706,80.706,92.391,92.391,95.708,91.077,106.029,95.826,95.826,92.198,92.198,106.658,98.322,98.322,93.956,95.512,95.512,100.987,100.987,99.433,102.553,102.553,104.907,100.779,100.779,114.568,106.805,92.351,99.673,99.673,82.374,93.173,84.822,101.334,98.723,94.104,98.82,107.388,97.109,112.727,84.788,98.288,98.288,100.87,100.87,99.915,99.915,100.87,100.87,99.915,99.915
2024-07-11,98.734,98.457,98.457,119.252,106.958,109.936,109.936,95.567,95.567,88.793,88.793,100.498,100.498,92.545,92.545,100.298,93.687,93.687,93.32,92.609,95.404,99.752,99.276,93.966,97.493,97.818,94.591,92.396,92.396,88.757,88.757,120.198,88.821,104.593,105.833,100.621,107.246,109.731,99.337,100.605,102.903,102.462,105.311,99.938,101.1,93.813,93.813,91.19,91.19,92.042,103.305,91.953,95.472,97.186,101.472,91.443,100.55,83.874,83.874,97.006,107.908,106.571,97.73,94.502,100.103,100.103,93.144,93.144,100.198,100.198,97.213,97.213,85.06,85.568,85.568,100.469,100.6,81.349,81.349,89.545,91.476,91.476,80.197,80.197,92.979,92.979,98.775,98.775,98.803,111.971,96.659,96.659,93.358,109.507,87.752,87.752,96.302,80.931,80.931,92.515,92.515,95.938,91.374,106.245,96.055,96.055,92.429,92.429,106.795,98.558,98.558,94.085,95.899,95.899,101.126,101.126,99.501,102.648,102.648,105.002,100.893,100.893,114.865,107.01,92.493,99.784,99.784,82.615,93.307,85.084,101.486,99.021,94.274,98.981,107.583,97.255,113.085,84.927,98.491,98.491,101.047,101.047,100.034,100.034,101.047,101.047,100.034,100.034
2024-07-12,98.811,98.354,98.354,119.153,106.477,109.695,109.695,95.471,95.471,88.711,88.711,100.456,100.456,92.554,92.554,100.269,93.693,93.693,93.288,92.622,95.42,99.769,99.268,93.949,97.552,97.761,94.482,92.348,92.348,88.547,88.547,119.779,88.743,104.543,105.741,100.612,107.071,109.375,99.321,100.566,102.67,102.417,105.227,99.902,101.05,93.829,93.829,91.064,91.064,92.238,103.2,92.327,95.334,96.896,101.392,91.204,100.561,83.585,83.585,97.011,107.805,106.56,97.706,94.594,100.074,100.074,93.093,93.093,100.151,100.151,97.24,97.24,84.955,85.312,85.312,100.341,100.554,81.197,81.197,89.36,91.479,91.479,79.993,79.993,92.973,92.973,98.728,98.728,98.695,111.696,96.621,96.621,93.11,109.384,87.69,87.69,96.293,80.797,80.797,92.47,92.47,95.87,91.125,106.012,95.996,95.996,92.332,92.332,106.679,98.509,98.509,94.089,95.791,95.791,100.996,100.996,99.908,102.518,102.518,104.704,100.892,100.892,114.664,106.918,92.459,99.808,99.808,82.336,93.339,84.795,101.44,98.59,94.251,98.978,107.299,97.227,112.827,84.733,98.451,98.451,100.96,100.96,99.957,99.957,100.96,100.96,99.957,99.957
2024-07-15,98.767,98.481,98.481,119.436,107.071,110.1,110.1,95.631,95.631,88.965,88.965,100.518,100.518,92.613,92.613,100.404,93.795,93.795,93.369,92.725,95.526,99.848,99.334,93.971,97.605,97.746,94.739,92.488,92.488,88.843,88.843,120.425,88.915,104.516,105.808,100.75,107.234,109.623,99.405,100.619,102.9,102.48,105.397,100.157,101.153,93.934,93.934,91.316,91.316,89.651,103.307,92.613,95.459,97.28,101.531,91.626,100.626,83.996,83.996,97.105,107.923,106.638,97.837,94.638,100.194,100.194,93.39,93.39,100.356,100.356,97.339,97.339,85.254,85.691,85.691,100.565,100.649,81.469,81.469,89.632,91.564,91.564,80.383,80.383,93.104,93.104,98.865,98.865,98.884,112.027,96.668,96.668,93.551,109.808,87.791,87.791,96.356,81.178,81.178,92.582,92.582,96.013,91.448,105.978,96.114,96.114,92.55,92.55,106.929,98.627,98.627,94.16,95.911,95.911,101.184,101.184,99.817,102.784,102.784,104.88,100.96,100.96,115.066,107.046,92.567,99.855,99.855,82.772,93.424,85.224,101.545,99.092,94.357,99.043,107.74,97.276,113.197,85.064,98.793,98.793,101.212,101.212,100.162,100.162,101.212,101.212,100.162,100.162
2024-07-16,98.979,98.425,98.425,119.398,107.054,110.132,110.132,95.627,95.627,88.951,88.951,100.5,100.5,92.49,92.49,100.335,93.795,93.795,93.322,92.683,95.423,99.809,99.291,93.978,97.559,97.747,94.625,92.446,92.446,88.827,88.827,120.381,88.861,104.553,105.768,100.717,107.26,109.569,99.362,100.56,102.896,102.441,105.351,100.098,101.106,93.93,93.93,91.089,91.089,89.609,103.31,92.713,95.434,97.234,101.526,91.556,100.577,84.033,84.033,97.091,107.967,106.641,97.764,94.59,100.16,100.16,93.432,93.432,100.312,100.312,97.286,97.286,85.237,85.784,85.784,100.558,100.652,81.443,81.443,89.632,91.533,91.533,80.365,80.365,93.124,93.124,98.832,98.832,98.87,112.05,96.662,96.662,93.523,109.719,87.784,87.784,96.362,81.117,81.117,92.528,92.528,95.936,91.428,106.085,96.039,96.039,92.456,92.456,106.768,98.519,98.519,94.125,95.87,95.87,101.144,101.144,99.868,102.668,102.668,104.828,100.912,100.912,115.04,107.075,92.544,99.824,99.824,82.701,93.386,85.194,101.482,99.063,94.325,98.98,107.714,97.259,113.289,85.081,98.757,98.757,101.22,101.22,100.118,100.118,101.22,101.22,100.118,100.118
2024-07-17,98.921,98.329,98.329,119.439,106.689,109.811,109.811,95.494,95.494,88.758,88.758,100.463,100.463,92.417,92.417,100.231,93.715,93.715,93.267,92.621,95.364,99.711,99.239,94.109,97.48,97.621,94.343,92.366,92.366,88.624,88.624,119.998,88.745,104.369,105.688,100.622,107.086,109.478,99.316,100.435,102.738,102.326,105.232,99.862,101.012,93.85,93.85,90.851,90.851,93.213,103.181,92.599,95.322,97.0,101.417,91.346,100.516,83.828,83.828,97.005,107.809,106.55,97.645,94.462,100.07,100.07,93.297,93.297,100.137,100.137,97.241,97.241,85.102,85.5,85.5,100.385,100.606,81.245,81.245,89.46,91.472,91.472,80.095,80.095,93.068,93.068,98.738,98.738,98.755,111.808,96.543,96.543,93.255,109.5,87.741,87.741,96.293,80.939,80.939,92.488,92.488,95.837,91.095,106.294,95.945,95.945,92.496,92.496,106.644,98.464,98.464,94.072,95.723,95.723,100.799,100.799,99.764,102.499,102.499,104.76,100.868,100.868,114.836,106.883,92.485,99.791,99.791,82.482,93.335,84.929,101.39,98.801,94.228,98.93,107.471,97.205,113.103,84.897,98.702,98.702,101.032,101.032,99.999,99.999,101.032,101.032,99.999,99.999
2024-07-18,98.868,98.212,98.212,119.34,106.401,109.569,109.569,95.353,95.353,88.571,88.571,100.346,100.346,92.325,92.325,100.028,93.624,93.624,93.219,92.59,95.296,99.606,99.172,94.129,97.406,97.437,94.141,92.349,92.349,88.518,88.518,119.756,88.626,104.331,105.545,100.514,106.92,109.347,99.243,100.38,102.614,102.258,105.012,99.619,100.882,93.781,93.781,90.651,90.651,93.044,103.091,92.443,95.135,96.684,101.265,91.211,100.421,83.581,83.581,96.895,107.542,106.453,97.706,94.402,99.973,99.973,93.254,93.254,99.903,99.903,97.189,97.189,84.915,85.334,85.334,100.211,100.446,81.074,81.074,89.268,91.437,91.437,79.971,79.971,92.982,92.982,98.565,98.565,98.583,111.639,96.55,96.55,92.998,109.321,87.606,87.606,96.246,80.766,80.766,92.404,92.404,95.774,90.827,106.162,95.833,95.833,92.385,92.385,106.446,98.484,98.484,93.997,95.606,95.606,100.615,100.615,99.591,102.295,102.295,104.645,100.782,100.782,114.546,106.746,92.448,99.73,99.73,82.371,93.285,84.774,101.304,98.516,94.171,98.83,107.473,97.145,113.038,84.684,98.505,98.505,100.851,100.851,99.867,99.867,100.851,100.851,99.867,99.867
