CUSIP,h_opt ($),duration (yrs),h_curr ($),Delta ($),Spread (bps),Score,C1 charge ($)
89236TFT7,0.0,3.5582920294660694,1650165.0165016502,-1650165.0165016502,48.81080702,0.004881080702,0.0
00182FBJ4,0.0,2.7045808420579176,1650165.0165016502,-1650165.0165016502,53.50201108,0.005350201108,0.0
00182FBM7,0.0,4.493561374102405,1650165.0165016502,-1650165.0165016502,56.13660676,0.005613660676,0.0
456837AH6,0.0,2.0062395309847085,1650165.0165016502,-1650165.0165016502,53.14034874000001,0.0053140348740000004,0.0
BU3531722,0.0,1.9180587714138149,1650165.0165016502,-1650165.0165016502,90.69585479,0.009069585479,0.0
23636BAQ2,0.0,3.031720843114769,1650165.0165016502,-1650165.0165016502,73.81332759,0.007381332759,0.0
23636AAR2,0.0,3.031720843114769,1650165.0165016502,-1650165.0165016502,73.81332759,0.007381332759,0.0
BP4094119,0.0,1.2384397483428198,1650165.0165016502,-1650165.0165016502,111.8565127,0.01118565127,0.0
AQ6089074,0.0,2.711282418484686,1650165.0165016502,-1650165.0165016502,48.08524981,0.004808524981,0.0
404280CF4,0.0,4.360056532730447,1650165.0165016502,-1650165.0165016502,71.75605193,0.0071756051929999995,0.0
632525AY7,0.0,5.446765713499433,1650165.0165016502,-1650165.0165016502,102.8442447,0.010284424470000001,0.0
44891AAK3,0.0,1.5808646966889586,1650165.0165016502,-1650165.0165016502,68.37704809,0.006837704809,0.0
44891CCT8,0.0,1.8141897401926488,1650165.0165016502,-1650165.0165016502,69.05906412,0.006905906412,0.0
02665WFE6,0.0,3.5665523318382366,1650165.0165016502,-1650165.0165016502,68.80386286,0.006880386285999999,0.0
44920UAT5,0.0,1.870643821521797,1650165.0165016502,-1650165.0165016502,65.57999499,0.006557999499,0.0
36962GXZ2,0.0,5.461955457649984,1650165.0165016502,-1650165.0165016502,68.59533821,0.006859533820999999,0.0
69371RS64,0.0,3.1009327741222283,1650165.0165016502,-1650165.0165016502,35.04980981,0.003504980981,0.0
53944YAD5,0.0,1.8430268290564198,1650165.0165016502,-1650165.0165016502,58.80700091,0.005880700091,0.0
69371RT55,0.0,1.7174455724579727,1650165.0165016502,-1650165.0165016502,20.22416846,0.002022416846,0.0
86562MDT4,0.0,5.650546382064715,1650165.0165016502,-1650165.0165016502,40.398621840000004,0.004039862184,0.0
05964HAJ4,0.0,2.8697764995616906,1650165.0165016502,-1650165.0165016502,84.25707581,0.008425707581000001,0.0
18977X2C1,0.0,3.6028396531676616,1650165.0165016502,-1650165.0165016502,83.00481331,0.008300481331,0.0
18977X2A5,0.0,1.6167703142834686,1650165.0165016502,-1650165.0165016502,77.71001653,0.007771001653,0.0
TT3297450,0.0,1.5641359699247097,1650165.0165016502,-1650165.0165016502,74.02335644,0.007402335644,0.0
BR5983126,0.0,1.6137808992634897,1650165.0165016502,-1650165.0165016502,85.58151591999999,0.008558151592,0.0
6174467Y9,0.0,1.5097435873877925,1650165.0165016502,-1650165.0165016502,56.19265531,0.005619265531,0.0
902613BB3,0.0,1.1629359542399096,1650165.0165016502,-1650165.0165016502,53.31862314,0.005331862314,0.0
05964HAF2,0.0,2.765569963353773,1650165.0165016502,-1650165.0165016502,87.5234976,0.00875234976,0.0
ZO9466376,0.0,2.5337029741973427,1650165.0165016502,-1650165.0165016502,94.13551916,0.009413551916,0.0
606822BH6,0.0,3.634893707301264,1650165.0165016502,-1650165.0165016502,53.27792069000001,0.005327792069000001,0.0
46625HNJ5,0.0,2.4424062947705,1650165.0165016502,-1650165.0165016502,29.72692653,0.002972692653,0.0
22535WAB3,0.0,1.8345279204915195,1650165.0165016502,-1650165.0165016502,77.83892221,0.007783892221000001,0.0
22536PAB7,0.0,1.8345279204915195,1650165.0165016502,-1650165.0165016502,77.83892221,0.007783892221000001,0.0
06051GFL8,0.0,1.626834098228787,1650165.0165016502,-1650165.0165016502,49.46277215,0.004946277215,0.0
05964HAM7,0.0,5.310653786914327,1650165.0165016502,-1650165.0165016502,93.87613658,0.009387613658,0.0
606822BC7,0.0,3.225635846984834,1650165.0165016502,-1650165.0165016502,50.3723743,0.00503723743,0.0
907818CF3,0.0,3.3753956139562207,1650165.0165016502,-1650165.0165016502,30.69511015,0.003069511015,0.0
589331AE7,0.0,3.3478965699025505,1650165.0165016502,-1650165.0165016502,30.49364633,0.0030493646330000002,0.0
76209PAB9,0.0,3.5769813050767345,1650165.0165016502,-1650165.0165016502,75.10990686,0.007510990685999999,0.0
65334HAA0,0.0,5.357191698205576,1650165.0165016502,-1650165.0165016502,42.12441036,0.004212441036,0.0
78016HZT0,0.0,1.8099288825403286,1650165.0165016502,-1650165.0165016502,38.16643576,0.003816643576,0.0
78016FZX5,0.0,6.2280625869648185,1650165.0165016502,-1650165.0165016502,72.36207146,0.007236207146,0.0
48723RAC9,0.0,2.025679944034017,1650165.0165016502,-1650165.0165016502,43.22369436,0.004322369436,0.0
126149AD5,0.0,1.7376093044154397,1650165.0165016502,-1650165.0165016502,15.33032525,0.001533032525,0.0
AU7892469,0.0,3.26713736503043,1650165.0165016502,-1650165.0165016502,78.23413452,0.007823413452,0.0
06406RAH0,0.0,2.9487565714000565,1650165.0165016502,-1650165.0165016502,34.57276361,0.0034572763610000003,0.0
63859VBH3,0.0,1.6412269796283339,1650165.0165016502,-1650165.0165016502,44.596157139999995,0.004459615714,0.0
05578AAJ7,0.0,2.7243922030379513,1650165.0165016502,-1650165.0165016502,85.37447917,0.008537447917,0.0
ZJ7425375,0.0,3.0066075455234538,1650165.0165016502,-1650165.0165016502,73.31210152,0.007331210152,0.0
YW0111388,0.0,3.824459945854436,1650165.0165016502,-1650165.0165016502,74.05276578,0.007405276578,0.0
96122QAC7,0.0,3.516301623364104,1650165.0165016502,-1650165.0165016502,61.95284267,0.006195284267,0.0
96122QAA1,0.0,2.709265422336981,1650165.0165016502,-1650165.0165016502,56.0407503,0.00560407503,0.0
06407F2E1,0.0,1.8859477790395953,1650165.0165016502,-1650165.0165016502,38.29403484,0.003829403484,0.0
31429LAK7,0.0,2.7477536437622225,1650165.0165016502,-1650165.0165016502,67.48241836,0.006748241836,0.0
76209QAC5,0.0,3.302974477188687,1650165.0165016502,-1650165.0165016502,72.5008489,0.0072500848899999994,0.0
902674ZW3,0.0,3.139960067097371,1650165.0165016502,-1650165.0165016502,59.69067717,0.005969067717,0.0
191216DP2,0.0,6.134361413223963,1650165.0165016502,-1650165.0165016502,33.27365639,0.003327365639,0.0
76209PAC7,0.0,3.302974477188687,1650165.0165016502,-1650165.0165016502,72.5008489,0.0072500848899999994,0.0
75951BAQ9,0.0,1.5929189031067588,1650165.0165016502,-1650165.0165016502,102.4203936,0.01024203936,0.0
74368EBS8,0.0,3.3753417524647094,1650165.0165016502,-1650165.0165016502,66.52113906,0.006652113905999999,0.0
74256MEX1,0.0,3.03114114806717,1650165.0165016502,-1650165.0165016502,66.87899905,0.006687899905,0.0
74256MET0,0.0,1.7327089420335635,1650165.0165016502,-1650165.0165016502,43.97583755,0.004397583755,0.0
74256LES4,0.0,1.7327089420335635,1650165.0165016502,-1650165.0165016502,43.97583755,0.004397583755,0.0
191216DD9,0.0,2.974472794570381,1650165.0165016502,-1650165.0165016502,9.475234508,0.0009475234508,0.0
04685A3C3,0.0,3.278630036722561,1650165.0165016502,-1650165.0165016502,90.77799570000002,0.009077799570000001,0.0
74256MEH6,0.0,5.275125577741261,1650165.0165016502,-1650165.0165016502,70.27399523,0.007027399522999999,0.0
04686E3X8,0.0,1.8314626225285613,1650165.0165016502,-1650165.0165016502,68.31004228,0.006831004228000001,0.0
89152UAH5,0.0,3.3182149937045655,1650165.0165016502,-1650165.0165016502,37.45496955,0.003745496955,0.0
ZS0947904,0.0,3.7432027146965026,1650165.0165016502,-1650165.0165016502,82.44828119,0.008244828119,0.0
ZD7021300,0.0,1.971853781525344,1650165.0165016502,-1650165.0165016502,37.60795297,0.003760795297,0.0
191216CE8,0.0,2.1865126986539885,1650165.0165016502,-1650165.0165016502,11.49136113,0.001149136113,0.0
74256MEQ6,0.0,1.4966366706740677,1650165.0165016502,-1650165.0165016502,40.12822337,0.004012822337,0.0
879385AD4,0.0,4.371412933380845,1650165.0165016502,-1650165.0165016502,89.40984117,0.008940984117,0.0
